date,news
2023-05-30,"['Companies Mentioned\n\nAlibaba Group Holding Limited\n\nAmazon.com Inc.\n\nApple Inc.\n\nB2W Companhia Digital (Lojas Americanas S/A)\n\nEbay Inc.\n\nGroupon Inc.\n\nRakuten\n\nWalmart Inc.', 'The firm also reduced its holdings of Microsoft Corp. ( MSFT, Financial), Amazon.com Inc. ( AMZN, Financial) and Boston Scientific Corp. ( BSX, Financial).\n\nPrior to founding the Greenwich, Connecticut-based firm, Halvorsen worked as senior managing director and director of equities at Tiger Management (Trades, Portfolio).', 'fabioderby\n\nInvestment Thesis\n\nI argue that investors should not chase Amazon.com, Inc. (NASDAQ:AMZN).\n\nIn this analysis, I lay out 3 reasons, with 3 arguments in each section, as to why Amazon is not likely to benefit from the AI hype.', ""I don't believe that Amazon.com, Inc. stock is being priced for less than intrinsic value. And even if right now the share price appears to be smiling away, we both know from a look back to 2022 that the Amazon.com, Inc. share price is not immune to selling off."", ""Amazon Likely Won't Participate In AI Hype, 3 Reasons (NASDAQ:AMZN)""]"
2023-05-31,"['Top 5 Holdings\n\nTiger Global Management’s top five holdings are currently Microsoft Corporation (NASDAQ:MSFT), Meta Platforms, JD.com , Amazon.com (NASDAQ:AMZN), and Alphabet (NASDAQ:GOOGL).\n\nA heat map has also been provided below from Fintel which gives a snapshot of the total portfolio and the relative weight of each position.', ""Some Amazon employees walk out in Seattle to protest climate, office policies Amazon workers walk out at Seattle headquarters\n\nBy Matt McKnight\n\nSEATTLE (Reuters) - Some Amazon.com Inc employees staged a walkout on Wednesday in protest of the e-commerce giant's changes to its climate policy, layoffs and a return-to-office mandate."", 'Amazon.com Inc.’s AMZN Ring video doorbell division will pay the Federal Trade Commission $5.8 million to settle charges it violated customer privacy provisions, according to a court filing Wednesday.']"
2023-06-01,"['This week, a few hundred Amazon.com Inc. employees walked off the job, protesting job cuts, the company’s own three-day return-to-office policy, and the business’s impact on the climate.', 'There is a significant rise in the number of e-commerce portals, and the prevalence of smartphones has enabled vendors to sell aloe vera-based beverages through e-commerce channels such as Amazon.com, Inc (Amazon).\n\nThe growth can be attributed to the expansion of the distribution network through e-commerce channels.', 'There is a significant rise in the number of e-commerce portals, and the prevalence of smartphones has enabled vendors to sell aloe vera-based beverages through e-commerce channels such as Amazon.com, Inc (Amazon). Similarly, various vendors such as OKF and Houssy America offer aloe vera through e-commerce platforms.', 'Ali Baba has been referred to as the Amazon.com Inc. AMZN of China. It is the second largest e-commerce company in China, behind Meituan. Alibaba stated that it was restructuring as a holding company focused on capital management. The company seeks to focus on its core business and enhance shareholder returns.']"
2023-06-02,"[""Alphabet (NASDAQ: ) Inc's Google, Apple Inc (NASDAQ: ), Meta Platforms Inc (NASDAQ: ), Netflix Inc (NASDAQ: ), Amazon.com Inc (NASDAQ: ) and Microsoft Corp (NASDAQ: ) have rejected the idea of a levy, saying that they invest in the digital ecosystem."", 'The stock outperformed some of its competitors Friday, as Amazon.com Inc. AMZN, +1.21% rose 1.21% to $124.25 and Walmart Inc. WMT, +0.96% rose 0.96% to $148.82.\n\nTrading volume (702,983) remained 729,949 below its 50-day average volume of 1.4 M.', 'Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research']"
2023-06-03,"[""the network costs on the grounds that their data and content makes up a large part of network traffic.They have found a receptive ear in the European Commission's industry chief Breton, a former chief executive of France Telecom and French IT consulting firm Atos.Yet Alphabet Inc's Google, Apple Inc, Facebook parent Meta Platforms Inc Netflix Inc , Amazon.com"", 'Inc and Microsoft Corp have rejected the idea of a levy, saying they already invest in the digital ecosystem.The European telecom ministers cited the lack of an analysis on the effects of a network levy, the absence of an investment shortfall, and the risk of Big Tech passing on the extra cost to consumers, the people said.They also warned about the', 'Companies like Amazon.com, Inc. (AMZN) would be one example.', '., Amazon.com Inc.\n\nAll opinions expressed and data provided are subject to change without notice. Some of these opinions may not be appropriate to every investor. By clicking the link(s) above, you will be directed to a third-party website(s). U.S.']"
2023-06-04,"['As per Insider Monkey’s data, some of the top stocks favored by billionaires during Q1 2023 included Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN), and Meta Platforms, Inc. (NASDAQ:META).', 'In addition to Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN), and Meta Platforms, Inc. (NASDAQ:META), billionaires are loading up on Uber Technologies, Inc. (NYSE:UBER) shares.\n\nRiverPark Large Growth Fund made the following comment about Uber Technologies, Inc.', 'Like Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN), and Meta Platforms, Inc. (NASDAQ:META), UnitedHealth Group Incorporated (NYSE:UNH) is on the radar of billionaire investors.', 'As per Insider Monkey’s data, some of the top stocks favored by billionaires during Q1 2023 included Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN), and Meta Platforms, Inc. (NASDAQ:META).', 'In addition to Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN), and Meta Platforms, Inc. (NASDAQ:META), billionaires are loading up on Uber Technologies, Inc. (NYSE:UBER) shares.\n\nRiverPark Large Growth Fund made the following comment about Uber Technologies, Inc.', 'Like Microsoft Corporation (NASDAQ:MSFT), Amazon.com, Inc. (NASDAQ:AMZN), and Meta Platforms, Inc. (NASDAQ:META), UnitedHealth Group Incorporated (NYSE:UNH) is on the radar of billionaire investors.', 'Amazon.com Inc. AMZN, +1.21% faces concerns about its cloud-services revenue. But its stock has been up since its earnings anyway.\n\nAgainst that backdrop, Wall Street’s second-quarter profit expectations have grown more pessimistic for all but two industries over the past three months, according to a FactSet report published on Thursday.']"
2023-06-05,"['This surge can be in large part attributed to the lopsided performance of the top 1% of stocks in the S&P 500 index (Apple Inc. ( AAPL, Financial), Microsoft Corp. ( MSFT, Financial), Amazon.com Inc. ( AMZN, Financial), NVIDIA Corp., and Alphabet-Google ( GOOGL, Financial)), which combined account for almost 25% of the index’s total value.', 'In the first quarter, Amazon.com Inc. ( AMZN, Financial) proved it is outpacing its peers in terms of year-to-date returns based on improved profitability and revenue growth in the North America and Amazon Web Services segments. Despite being an e-commerce giant, the company derives a significant amount of its growth from its cloud business.', 'He previously was vice president of engineering at Google, and before his work in various roles there, he spent time at Amazon.com Inc. AMZN, +0.85%']"
2023-06-06,"['Before that, he was Vice President, Amazon Transportation Services at Amazon.com Inc., where he led supply chain optimization for customer delivery. And previous to Amazon, he was Senior Vice President, Enterprise Systems of Caterpillar, Inc. where he led the global manufacturing for all of Caterpillar’s mining products.', 'The top holdings were Visa with 6.69% of the equity portfolio, DexCom with 5.26% and Amazon.com Inc. ( AMZN, Financial) with 5.18%.\n\nIn terms of sector weighting, the firm was most invested in technology, consumer cyclical and health care stocks.', 'GOOG, +1.01% , Amazon.com Inc. AMZN, +1.05% , Nvidia Corp. NVDA, -1.32% , Facebook parent Meta Platforms Inc. META, -0.10% and Tesla Inc. TSLA, +1.70% , now represent 27.4% of the S&P 500 after soaring in 2023, a DataTrek note Tuesday shows.']"
2023-06-07,"[""., Amazon.com Inc. and Google-parent Alphabet Inc. dragging the benchmark.\n\nThe S&P 500 briefly surpassed a 20% increase from an October low on Wednesday, commonly thought of as the marker of a bull market.\n\nElsewhere, a gauge of the greenback's strength weakened. Gold slumped."", ""., Amazon.com Inc. and Google-parent Alphabet Inc. dragging the benchmark.\n\nThe S&P 500 briefly surpassed a 20% increase from an October low on Wednesday, commonly thought of as the marker of a bull market.\n\nElsewhere, a gauge of the greenback's strength weakened. Gold slumped."", 'cagkansayin\n\nAmazon.com, Inc. (NASDAQ:AMZN) is having a nice bounce and has changed our proprietary Sell Signal to a Buy Signal, so we are upgrading it and adding it to our Model Portfolio. In our last article in October 2022, we had a Sell Signal and AMZN was dropping to test the bottom. Then the bottom fishers came in and took it up.', 'Amazon Added To Our Model Portfolio (Technical Analysis, Upgrade) (NASDAQ:AMZN)']"
2023-06-08,"['Heavyweight Amazon.com Inc gained 2.49% as Wells Fargo initiated coverage on the company with an “overweight” rating, while Nvidia Corp, Apple Inc and Tesla Inc rose between 1.55% and 4.58%. – AFP, Reuters', 'That’s enticing major global brands too, with Amazon.com Inc. planning to invest $12.7 billion in cloud infrastructure in India by 2030 and Apple Inc. considering three new stores.', 'Select Competitors (Total 48 Featured) -\n\nAmazon.Com, Inc.\n\nBroadcom Inc.\n\nCapgemini SE\n\nCisco Systems, Inc.\n\nCitrix Systems Inc.\n\nComputer Sciences Corp.\n\nDell Inc.\n\nEMC Corp.\n\nFujitsu Ltd.\n\nHewlett-Packard Co.\n\nHuawei Technologies Co. Ltd.\n\nIBM Corp.\n\nMicrosoft Corporation\n\nNEC Corp.\n\nOracle Corp.\n\nParasoft\n\nRed Hat Inc.\n\nSymantec Corp.']"
2023-06-09,"['The stock underperformed when compared to some of its competitors Friday, as Amazon.com Inc. AMZN, -0.66% fell 0.66% to $123.43 and Walmart Inc. WMT, +0.60% rose 0.60% to $153.09.\n\nTrading volume (571,700) remained 858,149 below its 50-day average volume of 1.4 M.', 'Click to get this free report\n\nAmazon.com, Inc. (AMZN) : Free Stock Analysis Report\n\nTo read this article on Zacks.com click here.\n\nZacks Investment Research', ""Just seven stocks - Apple Inc (NASDAQ: ), Microsoft Corp (NASDAQ: ), Alphabet (NASDAQ: ) Inc, Amazon.com Inc (NASDAQ: ), Nvidia (NASDAQ: ) Corp, Meta Platforms Inc (NASDAQ: ), and Tesla (NASDAQ: ) Inc - have been responsible for almost all of the S&P 500's gains this year, data from S&P Dow Jones Indices showed.""]"
2023-06-10,"['Twitch, the video game streaming company owned by Amazon.com, Inc AMZN, has recently revised its branding policy for streamers, now explicitly forbidding the promotion of marijuana businesses and products.\n\nThe platform has recently retracted its ad guideline changes after facing vehement criticism from streamers.', ""Twitch's New Branding Policy: No Marijuana Promotion, But Alcohol Gets A Pass - Amazon.com (NASDAQ:AMZN)"", ""Apple and Amazon.com must face a consumer antitrust lawsuit in U.S. court accusing them of conspiring to artificially inflate the price of iPhones and iPads sold on Amazon's platform, a federal judge in Seattle ruled on Thursday."", 'The case is Steven Floyd v Amazon.com Inc and Apple Inc, U.S. District Court, Western District of Washington, No. 2:22-cv-01599-JCC.', 'The exodus of former Amazon.com Inc. executives poached by GameStop, like Furlong, may be a critical point in the evolution of the company. Cohen is now the face of the company that also counts him as its largest investor. He also has the full support of the retail crowd that often refers to him as “Papa Cohen.”']"
2023-06-11,"['syahrir maulana\n\nPanic Averted\n\nWe are now six weeks out from the Amazon.com, Inc. (NASDAQ:AMZN) April 27th Q1 earnings release. The dust has settled, we have read tons of reactions, and the market has had its say.\n\nAMZN stock is up more than 10% since earnings and 30% over the past three months, as shown below.', 'Amazon: The Real Story From Q1 (Plus Reaction To The Bernstein Open Letter) (NASDAQ:AMZN)', 'Elizabeth Warren Pushes For Cannabis Laws That Keep Amazon, Big Tobacco & Alcohol From Dominating The Industry - Altria Group (NYSE:MO), Amazon.com (NASDAQ:AMZN)', '., and Amazon.com Inc., as well as domestic businesses such as Adani Group and Larsen & Toubro Ltd, which are keen on the data centre business. These firms have plans to create fresh data centres in India or increase the capacity of existing data centres.']"
2023-06-12,"['., Amazon Prime by Amazon.com, Inc., and Apple, TV+ by Apple, Inc., In addition, to this Verizon Communication Inc., provides Pay-Per-View (PPV) and subscription or fee-based content VoD services.\n\nMoreover, with the increase in demand for HD content globally, IPTV providers are enhancing their HD offering to increase their market presence.', 'Market\n\nThe SaaS market is highly competitive, especially when compared to the overall Cloud Market, which is dominated by Amazon.com, Inc. (AMZN). However, in the SaaS market, no single company holds a market share larger than 25%.', 'According to current portfolio statistics, a Premium feature of GuruFocus, the top five holdings of George Soros (Trades, Portfolio)’ Soros Fund Management as of the first quarter were Horizon Therapeutics PLC ( HZNP, Financial), Alphabet Inc. ( GOOGL, Financial), First Horizon Corp. ( FHN, Financial), Liberty Broadband Corp. ( LBRDK, Financial) and Amazon.com', 'Inc. ( AMZN, Financial).', 'Amazon.com\n\nSoros Fund Management owns 706,561 shares of Amazon.com ( AMZN, Financial), giving the position 2.06% equity portfolio weight.\n\nShares of Amazon.com traded around $126.57 on Monday, showing the stock is significantly undervalued based on its price-to-GF Value ratio of 0.63.']"
2023-06-13,"['REUTERS/Dado Ruvic/file photo\n\nADSK +2.49% Add to/Remove from Watchlist TMUS -0.69% Add to/Remove from Watchlist NFLX +2.77% Add to/Remove from Watchlist DAL +3.38% Add to/Remove from Watchlist LUV +3.15% Add to/Remove from Watchlist AMZN +0.07% Add to/Remove from Watchlist\n\nBy Samrhitha A and Chavi Mehta\n\n(Reuters) -Amazon.com said multiple services', 'Backed by Amazon.com, Inc. AMZN and Softbank, the potential acquiree is on its path to global expansion.\n\nPismo has offices in the United States and the U.K. and expanded its operations in India and Singapore. These moves are expected to fuel its long-term growth.', 'Amazon.com Inc. AMZN, +0.07% acknowledged late Tuesday that its AWS service is “experiencing degraded contact handling” in the US-EAST-1 Region. In an email message, a company spokesperson pointed to a health status web link that said “Callers may fail to connect and chats may fail to initiate.']"
2023-06-14,"['Versions of the song by “ThomasDGX & HongKongers” were still accessible on Wednesday on some other streaming platforms, including Amazon.com Inc., iHeart and SoundCloud.\n\nRepresentatives for Amazon and SoundCloud didn’t immediately respond to requests for comment. IHeart didn’t have an immediate comment, while Google declined to comment.', ""Tesla's forward price-to-earnings ratio is around 62, just below the 63.7 level sported by Amazon.com (NASDAQ: ).\n\nBy contrast, Ford and GM have P/Es of 8.2 and 5.6, respectively, according to Eikon data.\n\nWedbush compared Tesla's share gains to Amazon, which for years defied many investor expectations that its stock would eventually fall."", ""Advanced Micro Devices (AMD) gained 1% after Reuters reported Amazon.com (AMZN) is considering AMD's newest AI chip for its AWS cloud-computing business.\n\nThe chip stock has climbed more than 20% from its 102.43 buy point, so investors who bought at that level can take some profits. Shares have held onto gains from the late May chip-stock rally.""]"
